Start Of Half,Pass,Block,Touch,Cross,Header,Tackle,Dribble,Shot,Offside,Kick Off,Foul,Clearance,Header Shot,Goal,Throw In,Substitution,Deflection,Yellow Card_x,Direct Free Kick Shot,Corner Pass,Direct Free Kick Pass,Handball,Penalty Shot,Red Card_x,Indirect Free Kick Pass,Goalkeeper Catch,Goalkeeper Throw,Goal Kick,Goalkeeper Pick Up,Goalkeeper Kick,Goalkeeper Save Catch,Goalkeeper Save,Goalkeeper Punch,Goalkeeper Drop Catch,Ball Out Of Play,End Of Half,Post,Crossbar,Stoppage,Drop Ball,Corner Cross,Direct Free Kick Cross,Own Goal,Foul Throw,Goalkeeper Fumble,Indirect Free Kick Cross,Player Name,Unnamed: 0,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team,Goalkeeper,IPD,Yellow Card,Red Card,Received Goals,Games Played,gk_coef
0.0,886.0,23.0,1035.0,9.0,68.0,32.0,4.0,12.0,0.0,0.0,5.0,27.0,2.0,3.0,6.0,7.0,0.0,1.0,0.0,9.0,34.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,0.0,0.0,0.0,0.0,Ben WATSON,31.0,3,4.4149967200418745,55.2845,51.0,10.036981168410826,6.930656249999982,34.517689802,57.71428571428572,15.425909552979215,4.714285714285714,12.61904761904762,18.285714285714285,0.0260333530715305,-4.480526741543272,0.7921091963000603,Wigan Athletic,No,0.12266805653933,1,0,38,21,1.809523809523809
0.0,883.0,33.0,1261.0,40.0,63.0,26.0,21.0,2.0,0.0,0.0,6.0,76.0,1.0,0.0,206.0,0.0,0.0,1.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,Nicky SHOREY,179.0,0,0.1358573222891582,108.09700000000002,55.0,6.657885258379292,6.309599999999919,38.440712235000014,56.12,26.06448286776984,7.48,11.32,14.24,0.0458504163295399,-0.1774274952458961,-24.51653513031566,West Bromwich Albion,No,0.1902327403328914,1,0,35,25,1.4
0.0,871.0,23.0,1343.0,5.0,206.0,19.0,10.0,12.0,1.0,0.0,25.0,80.0,17.0,1.0,11.0,2.0,0.0,6.0,1.0,0.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Daniel AGGER,230.0,1,2.748300447990907,65.07950000000001,6.0,17.856632059624996,2.8966562500000177,21.264890639,49.7037037037037,40.42181504456947,1.4074074074074074,1.9259259259259256,25.85185185185185,0.0752418954092289,-16.77163741010571,-13.957581689827476,Liverpool,No,0.040270077177482,6,0,27,27,1.0
0.0,865.0,61.0,1318.0,101.0,118.0,75.0,19.0,20.0,3.0,0.0,18.0,52.0,2.0,7.0,25.0,10.0,1.0,6.0,12.0,3.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,31.0,0.0,1.0,0.0,0.0,Sebastian LARSSON,128.0,7,4.111676248831723,75.09400000000002,238.0,11.298742218089664,13.342462500000076,53.408564194,51.1875,26.43473374851592,8.71875,10.96875,6.65625,0.1292015824638651,6.770306306945381,9.699070381824322,Sunderland,No,0.2239728751808708,6,0,39,32,1.21875
0.0,856.0,43.0,875.0,26.0,219.0,15.0,5.0,4.0,1.0,0.0,4.0,87.0,6.0,0.0,158.0,4.0,1.0,5.0,0.0,0.0,24.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,John O'SHEA,124.0,0,0.5767079145262348,116.93200000000004,27.0,11.770367896953571,4.167843750000018,27.329614761,52.172413793103445,25.738024379899496,4.137931034482759,7.482758620689655,12.448275862068966,0.0534062730974413,-11.05913374992138,15.448744207038574,Sunderland,No,0.143111876125889,5,0,32,29,1.103448275862069
0.0,848.0,37.0,924.0,8.0,138.0,44.0,7.0,8.0,0.0,3.0,14.0,23.0,6.0,1.0,1.0,10.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shaun DERRY,369.0,1,0.9403767770297338,42.17200000000001,8.0,5.59282175966615,17.994062499999977,28.77278461,41.93103448275862,22.24289411828341,2.793103448275862,10.172413793103448,10.379310344827584,0.0596868501160311,-2.635590480297493,4.6428181578680014,Queens Park Rangers,No,0.1149603936842568,4,1,52,29,1.793103448275862
0.0,847.0,47.0,1321.0,61.0,203.0,73.0,38.0,13.0,0.0,0.0,13.0,138.0,6.0,0.0,240.0,5.0,1.0,8.0,4.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Marc WILSON,85.0,0,1.317167157995338,252.1840000000001,62.0,12.002307757801187,12.878574999999955,32.918537902999994,49.77142857142857,30.25143095034928,2.857142857142857,6.771428571428571,10.17142857142857,0.0621556078676631,-6.564701537885092,-19.352112103200103,Stoke City,No,0.2328981782974089,8,0,43,35,1.2285714285714286
2.0,845.0,54.0,847.0,14.0,176.0,51.0,7.0,7.0,0.0,3.0,35.0,46.0,1.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,Dean WHITEHEAD,75.0,1,0.5090151700341272,34.228,21.0,10.193094916821703,20.51088125,29.479199602,40.75757575757576,26.539659736743072,3.4242424242424243,7.636363636363637,8.030303030303031,0.0737775759308106,-0.5941009552912858,3.483439753214182,Stoke City,No,0.1574561214761791,5,0,43,33,1.303030303030303
0.0,835.0,15.0,983.0,1.0,61.0,20.0,3.0,6.0,0.0,0.0,14.0,12.0,0.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nigel DE JONG,454.0,0,0.1907354442978971,11.406,1.0,6.6267761821197615,13.257493749999934,28.931695939,48.90476190476191,30.119596617598884,2.857142857142857,14.428571428571429,17.476190476190474,0.0630594866998672,-4.21190453527758,2.221909322343674,Manchester City,No,-0.0183058748733979,5,0,15,21,0.7142857142857143
0.0,835.0,46.0,1004.0,30.0,107.0,69.0,9.0,31.0,0.0,2.0,6.0,26.0,6.0,4.0,9.0,5.0,0.0,1.0,4.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,13.0,0.0,0.0,0.0,0.0,Andrew SURMAN,182.0,4,4.490709190405777,34.067,87.0,5.899749153658988,16.96676249999999,45.341991340000014,51.76,26.376348615458674,9.6,12.84,9.44,0.1191595216665396,6.842249898109406,-13.682717215919563,Norwich City,No,0.2484975530033917,1,0,42,25,1.68
2.0,829.0,31.0,1452.0,23.0,42.0,81.0,26.0,40.0,2.0,2.0,41.0,31.0,2.0,5.0,4.0,18.0,1.0,4.0,6.0,12.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,1.0,0.0,0.0,Jordi GOMEZ,410.0,5,5.022831258859812,30.967,49.0,2.6955522217371795,10.11898125000001,40.622757590000006,44.142857142857146,19.490250069259567,7.428571428571429,14.107142857142858,8.357142857142858,0.1312629958256418,8.58991425563122,2.71272908083602,Wigan Athletic,No,0.1327718277509457,4,0,47,28,1.6785714285714286
4.0,829.0,20.0,1252.0,50.0,74.0,34.0,14.0,30.0,4.0,1.0,9.0,12.0,0.0,5.0,10.0,1.0,1.0,0.0,3.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,0.0,0.0,0.0,0.0,Steven GERRARD,239.0,5,1.852199755835273,48.66000000000001,102.0,6.753509497885935,6.612575000000006,47.50123958,66.16666666666667,19.59896131874664,11.88888888888889,19.166666666666668,17.333333333333332,0.1276493380441125,6.363440655556867,1.1179306598690475,Liverpool,No,0.1156610994445861,0,0,22,18,1.2222222222222223
2.0,819.0,36.0,3552.0,85.0,81.0,251.0,132.0,92.0,22.0,9.0,82.0,19.0,8.0,6.0,17.0,6.0,1.0,4.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,Victor MOSES,52.0,6,8.711025732890466,22.03700000000001,97.0,9.85761125332481,12.43614999999999,54.35818726799999,43.26315789473684,43.62487379489101,12.105263157894736,12.552631578947368,4.5,0.2665043914366444,17.642605115263084,-0.1288658098503947,Wigan Athletic,No,0.3597390655321689,4,0,62,38,1.631578947368421
0.0,819.0,66.0,1010.0,69.0,151.0,42.0,10.0,20.0,0.0,0.0,21.0,53.0,0.0,2.0,198.0,6.0,2.0,5.0,20.0,10.0,95.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,17.0,0.0,0.0,0.0,0.0,Ryan TAYLOR,180.0,2,2.316501447584693,135.40750000000003,118.0,15.782389302412998,10.374575000000023,44.895605316,52.80645161290322,32.33783216416988,6.064516129032258,7.903225806451613,11.870967741935484,0.1259793498711902,-2.5173248265649333,-6.625492014393124,Newcastle United,No,0.2021019977412338,5,0,43,31,1.3870967741935485
27.0,815.0,18.0,2233.0,64.0,128.0,168.0,102.0,129.0,41.0,39.0,37.0,21.0,26.0,30.0,5.0,3.0,0.0,8.0,15.0,21.0,25.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,20.0,0.0,0.0,0.0,0.0,Robin VAN PERSIE,17.0,30,25.820647713638625,19.177000000000003,201.0,2.9607349219591184,8.872900000000039,81.599701643,45.026315789473685,69.32107728007156,12.473684210526317,12.394736842105264,5.2631578947368425,0.4287655098193904,21.404182390845325,2.386548691524123,Arsenal,No,0.154435457751023,8,0,49,38,1.2894736842105263
6.0,813.0,44.0,884.0,15.0,131.0,54.0,11.0,16.0,4.0,10.0,19.0,34.0,6.0,3.0,5.0,12.0,1.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David EDWARDS,34.0,3,2.617701719649865,34.04600000000001,15.0,6.5439249972431135,12.373812500000025,27.154701544,46.26923076923077,21.92341893961715,4.076923076923077,8.807692307692308,14.26923076923077,0.0608620252943656,-0.8027910822343473,1.3429579382650991,Wolverhampton Wanderers,No,0.1933505970148366,2,0,60,26,2.3076923076923075
0.0,812.0,48.0,1009.0,5.0,175.0,10.0,5.0,8.0,1.0,0.0,16.0,105.0,3.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0,68.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Johnny HEITINGA,155.0,1,1.1667797167749443,155.05100000000004,5.0,12.53260915172964,5.031281249999991,24.088288194000004,45.266666666666666,35.09458757683441,1.0333333333333334,3.2333333333333334,16.433333333333334,0.0620297490119327,-15.361050662676872,-3.1094844215526445,Everton,No,0.1722664535171747,4,0,24,30,0.8
0.0,804.0,27.0,965.0,27.0,50.0,38.0,5.0,9.0,0.0,0.0,9.0,17.0,0.0,0.0,5.0,8.0,0.0,2.0,3.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8.0,0.0,0.0,0.0,0.0,Mark GOWER,,0,,,,,,,,,,,,,,,Swansea City,Yes,0.1115980734473659,2,0,23,20,1.15
16.0,798.0,22.0,2165.0,33.0,49.0,204.0,91.0,121.0,31.0,8.0,25.0,5.0,7.0,23.0,11.0,20.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio AGUERO,279.0,23,18.860829889117888,3.952000000000001,33.0,4.424026113428726,13.471000000000082,65.88869767099999,39.588235294117645,61.44390036805169,13.235294117647058,13.5,3.117647058823529,0.4200810133283045,22.242999771143225,-3.279967736255596,Manchester City,No,0.3309264414204653,2,0,24,34,0.7058823529411765
2.0,796.0,68.0,915.0,3.0,100.0,57.0,16.0,11.0,0.0,0.0,25.0,26.0,1.0,0.0,0.0,8.0,1.0,10.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Lee CATTERMOLE,395.0,0,0.7693717245504385,31.93300000000001,3.0,9.495671698360283,19.01099374999988,23.831937047,50.52173913043478,19.765309604455044,2.4347826086956523,9.869565217391305,11.826086956521738,0.0415044671058448,-3.411482380260742,0.760466054200088,Sunderland,No,0.1098986029311623,10,1,34,23,1.4782608695652173
0.0,794.0,27.0,1673.0,9.0,128.0,44.0,9.0,10.0,0.0,0.0,23.0,38.0,5.0,2.0,16.0,1.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David LUIZ,207.0,2,0.7816669240894081,96.05400000000002,9.0,7.987644363616729,3.2798250000000064,21.116652499,58.85,33.8994081097607,1.75,5.25,27.1,0.051848797469054,-11.172242967285394,5.283786691562463,Chelsea,No,0.0712120730393844,5,0,21,20,1.05
2.0,793.0,67.0,1013.0,23.0,174.0,74.0,11.0,39.0,3.0,3.0,23.0,38.0,4.0,3.0,36.0,3.0,1.0,7.0,5.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,Craig GARDNER,119.0,3,2.457683600886352,54.706500000000005,28.0,10.809160490527043,18.264493749999943,29.44671817,45.53333333333333,19.23808736409534,3.9,9.5,10.266666666666667,0.09298661461042,-0.8022160037450694,6.302023613956768,Sunderland,No,0.2026572016159872,7,1,37,30,1.2333333333333334
0.0,786.0,51.0,2104.0,101.0,53.0,121.0,71.0,80.0,1.0,0.0,36.0,22.0,1.0,4.0,22.0,17.0,0.0,1.0,13.0,4.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,14.0,0.0,0.0,0.0,0.0,Chris EAGLES,286.0,4,4.888963177582195,29.502,169.0,6.102138108055629,16.21870625000003,48.82973568700001,42.91176470588236,28.191086687695687,8.852941176470589,10.529411764705882,5.088235294117647,0.1139996940006708,11.017304523846944,7.969084543881019,Bolton Wanderers,No,0.307942433579609,1,0,72,34,2.117647058823529
0.0,784.0,65.0,930.0,1.0,443.0,7.0,1.0,5.0,3.0,0.0,26.0,130.0,23.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,37.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jonas OLSSON,105.0,2,3.9054175845429775,162.84250000000003,1.0,24.90425671982014,4.860568750000063,29.698473853,48.45454545454545,40.4521809362082,1.3333333333333333,2.363636363636364,14.242424242424242,0.0876735039601697,-17.314762114862805,-11.91729066238865,West Bromwich Albion,No,0.2134400478396906,5,1,47,33,1.4242424242424243
0.0,781.0,45.0,1238.0,1.0,281.0,22.0,5.0,14.0,0.0,0.0,18.0,107.0,8.0,3.0,3.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary CAHILL,208.0,3,1.660705109567406,71.66950000000001,1.0,8.599885838615714,3.5409625000000022,17.021559129000003,47.71428571428572,28.079560449008607,1.2857142857142858,2.0,18.464285714285715,0.0402994023631948,-15.23122207473688,11.127938674142356,Bolton Wanderers,No,0.1820615522683114,2,0,49,28,1.75
1.0,780.0,74.0,869.0,24.0,139.0,25.0,7.0,5.0,0.0,8.0,10.0,88.0,0.0,0.0,155.0,2.0,2.0,9.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,Jason LOWE,380.0,0,0.0800484690279935,92.32450000000004,32.0,13.297016104228415,7.148581250000046,24.976426199,45.03225806451613,34.15549051056593,1.903225806451613,5.903225806451613,12.903225806451612,0.0275093090199428,-8.701183966172719,15.15896987426671,Blackburn Rovers,No,0.1734095283294348,9,0,63,31,2.032258064516129
0.0,777.0,47.0,1115.0,55.0,164.0,28.0,4.0,5.0,3.0,0.0,11.0,77.0,0.0,0.0,196.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephen KELLY,313.0,0,0.570326915411517,58.89650000000002,55.0,5.382333373802398,4.294362500000056,26.234570203,58.583333333333336,22.79509917044337,6.0,10.791666666666666,16.666666666666668,0.0461906752961012,-2.329326085990673,24.858517734774,Fulham,No,0.2488399047488207,0,0,36,24,1.5
0.0,776.0,35.0,2500.0,147.0,68.0,155.0,75.0,70.0,22.0,1.0,41.0,8.0,4.0,8.0,21.0,19.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Theo WALCOTT,21.0,8,5.643090675363755,9.7315,149.0,6.006409869007581,5.515349999999986,47.489420968000005,40.34285714285714,55.33668946487928,10.142857142857142,12.257142857142858,5.0,0.1998753591472825,17.950262825417923,18.334817449489574,Arsenal,No,0.2945854706268224,1,0,44,35,1.2571428571428571
0.0,770.0,0.0,787.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,127.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,53.0,0.0,0.0,0.0,32.0,139.0,229.0,386.0,115.0,41.0,67.0,75.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michel VORM,,0,,,,,,,,,,,,,,,Swansea City,Yes,0.0811577395448806,2,0,49,37,1.3243243243243243
1.0,767.0,54.0,1258.0,53.0,143.0,47.0,20.0,25.0,3.0,1.0,13.0,80.0,2.0,2.0,190.0,7.0,1.0,5.0,3.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,1.0,0.0,0.0,Kieran RICHARDSON,126.0,2,2.384251381224365,83.68750000000001,74.0,9.7072125568086,13.03988124999993,32.685191630999995,52.41379310344828,23.13313660517641,5.241379310344827,10.20689655172414,9.172413793103448,0.1043346981769867,-0.8702511188008432,-19.045918318561164,Sunderland,No,0.2098665127517991,5,0,35,29,1.206896551724138
0.0,765.0,52.0,1049.0,70.0,107.0,39.0,10.0,17.0,1.0,0.0,15.0,21.0,0.0,1.0,153.0,3.0,1.0,5.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pablo ZABALETA,455.0,1,1.3570991221380115,27.823,70.0,9.84558714338529,5.324875000000001,32.306369581999995,62.285714285714285,35.67008005392773,11.61904761904762,14.095238095238097,16.095238095238095,0.1008729685120232,1.2313118043974487,20.18815158609418,Manchester City,No,0.1306905793752887,5,0,14,21,0.6666666666666666
0.0,757.0,26.0,795.0,2.0,73.0,31.0,6.0,9.0,0.0,0.0,9.0,20.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay SPEARING,273.0,0,0.3384065347496613,24.385500000000004,2.0,2.555713772770741,9.631812499999944,22.417348862,61.375,20.759403060137583,3.0625,12.75,22.0,0.0359254474442451,-4.243605155377136,2.256047194424635,Liverpool,No,0.136761996349577,0,1,25,16,1.5625
0.0,753.0,14.0,915.0,0.0,151.0,6.0,0.0,0.0,0.0,0.0,6.0,41.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garry MONK,431.0,0,0.0853740972762301,31.2875,0.0,5.102823498066569,1.0,11.715988418,63.375,16.99743844252543,0.3125,1.0,40.6875,0.0238370271380924,-22.95643809562058,9.6566362329242,Swansea City,No,0.030513835388406,3,0,23,16,1.4375
0.0,752.0,25.0,1672.0,173.0,40.0,58.0,44.0,51.0,4.0,1.0,15.0,25.0,1.0,4.0,52.0,8.0,0.0,1.0,12.0,4.0,26.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,15.0,0.0,0.0,0.0,0.0,Martin PETROV,294.0,4,5.491477697564875,32.478500000000004,285.0,3.010150351200072,11.113425000000058,52.01621613600001,46.7,28.260919131622607,9.433333333333334,11.133333333333333,6.3,0.0961249010668288,13.45109757003963,-19.417830590566385,Bolton Wanderers,No,0.1566376232642203,1,0,62,30,2.066666666666667
0.0,749.0,39.0,863.0,8.0,140.0,22.0,0.0,0.0,0.0,0.0,22.0,172.0,0.0,0.0,104.0,0.0,0.0,4.0,0.0,0.0,224.0,1.0,0.0,0.0,77.0,95.0,55.0,367.0,116.0,164.0,36.0,60.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Paul ROBINSON,,0,,,,,,,,,,,,,,,Bolton Wanderers,Yes,0.2235032599858812,4,0,107,49,2.183673469387755
5.0,749.0,43.0,1026.0,22.0,51.0,53.0,8.0,17.0,6.0,6.0,21.0,28.0,1.0,1.0,4.0,6.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Stephen IRELAND,167.0,1,1.4934542895059966,24.14400000000001,25.0,12.184774779078891,10.011250000000071,37.682038207000005,44.5,22.46023300262074,6.708333333333333,11.541666666666666,8.0,0.0942976042579377,5.910279756377991,0.4366941380708526,Aston Villa,No,0.1805467908928549,2,0,38,24,1.5833333333333333
13.0,743.0,48.0,3069.0,52.0,95.0,214.0,106.0,52.0,13.0,21.0,46.0,17.0,3.0,7.0,7.0,5.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,David HOILETT,375.0,7,5.595829703514165,12.8265,55.0,4.4225236877474,12.22642500000003,41.76980438299999,42.54545454545455,40.07832706213941,8.121212121212121,10.181818181818182,7.424242424242424,0.1108852485416525,12.9983489279347,-8.135749575890697,Blackburn Rovers,No,0.3580019709191298,5,0,68,33,2.060606060606061
0.0,736.0,53.0,2400.0,204.0,115.0,112.0,109.0,34.0,10.0,0.0,22.0,33.0,2.0,8.0,29.0,9.0,1.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,12.0,0.0,0.0,0.0,0.0,Matthew JARVIS,43.0,8,3.181497128799773,15.25,267.0,8.582830010669243,10.562031250000024,59.692292260999984,39.972972972972975,40.1023751460455,12.567567567567568,9.216216216216216,4.513513513513513,0.0753567002195095,21.07674500678192,-19.86105825938427,Wolverhampton Wanderers,No,0.3447110147259892,0,0,82,37,2.216216216216216
0.0,731.0,53.0,893.0,4.0,343.0,23.0,12.0,3.0,0.0,0.0,11.0,116.0,13.0,1.0,6.0,1.0,1.0,7.0,0.0,0.0,29.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Richard DUNNE,162.0,1,2.3286640326036694,148.562,4.0,19.812197775036505,4.039512499999996,20.113896685,51.21428571428572,33.11752273443042,0.6785714285714286,1.0714285714285714,16.214285714285715,0.0586984035280065,-19.1576836182316,-7.51385538789628,Aston Villa,No,0.1700226953062506,7,0,37,28,1.3214285714285714
5.0,721.0,39.0,1305.0,26.0,252.0,95.0,23.0,27.0,20.0,7.0,32.0,14.0,18.0,2.0,3.0,15.0,2.0,5.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tim CAHILL,170.0,2,5.004431127962919,23.5255,26.0,3.326911575481846,12.682568749999993,34.579003646000004,37.54285714285714,29.12409435158336,4.628571428571429,8.771428571428572,6.285714285714286,0.1181320050234353,7.367798294076746,-1.0426651299703993,Everton,No,0.1544968256545395,5,1,36,35,1.0285714285714285
