Player Name,Start Of Half,Pass,Block,Touch,Cross,Header,Tackle,Dribble,Shot,Offside,Kick Off,Foul,Clearance,Header Shot,Goal,Throw In,Substitution,Deflection,Yellow Card,Direct Free Kick Shot,Corner Pass,Direct Free Kick Pass,Handball,Penalty Shot,Red Card,Indirect Free Kick Pass,Goalkeeper Catch,Goalkeeper Throw,Goal Kick,Goalkeeper Pick Up,Goalkeeper Kick,Goalkeeper Save Catch,Goalkeeper Save,Goalkeeper Punch,Goalkeeper Drop Catch,Ball Out Of Play,End Of Half,Post,Crossbar,Stoppage,Drop Ball,Corner Cross,Direct Free Kick Cross,Own Goal,Foul Throw,Goalkeeper Fumble,Indirect Free Kick Cross,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team,Goalkeeper,IPD
Steven FLETCHER,0.2592592592592592,0.2389380530973451,0.24,0.2162497415753566,0.1568627450980392,0.4246771879483501,0.4143426294820717,0.1402439024390244,0.2868217054263566,0.4807692307692308,0.4358974358974359,0.3103448275862069,0.0541871921182266,0.8250000000000001,0.4,0.0129870129870129,0.5,0.0,0.1818181818181818,0.15,0.0344827586206896,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3393568851454724,0.0198396476921015,0.1122807017543859,0.0384610176269943,0.2432749838874504,0.3387668787042977,0.3835704291044775,0.4245557201147806,0.3521614139693356,0.2872454448017149,0.0811629526462395,0.2402996663286689,17.046907098974142,-0.3079235832016802,Wolverhampton Wanderers,No,0.18117637109421691
Kevin FOLEY,0.0,0.2191319005478297,0.2,0.1211494728137275,0.0784313725490196,0.103299856527977,0.0677290836653386,0.024390243902439,0.0155038759689922,0.0192307692307692,0.0256410256410256,0.057471264367816,0.1280788177339901,0.0,0.0,0.2571428571428571,0.2,0.2857142857142857,0.0,0.0,0.0,0.0267857142857142,0.0,0.0,0.0,0.0113636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.003862284829436,0.1131002476735518,0.0631578947368421,0.0769888333832637,0.1586448178164571,0.1386637416191387,0.5219993781094527,0.1688449907338233,0.235732538330494,0.3494105037513397,0.3336699164345404,0.06119396419978,-2.9476152536498432,19.76642372279385,Wolverhampton Wanderers,No,0.10696027057615186
Wayne HENNESSEY,0.0,0.2174462705436156,0.01,0.1267314451106057,0.0,0.0,0.0039840637450199,0.0,0.0,0.0,0.0,0.0114942528735632,0.9211822660098522,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.5625,0.0,0.0,0.0,0.75,0.7911392405063291,0.6040955631399317,0.8290155440414508,0.900497512437811,0.481283422459893,1.0,1.0,0.5428571428571428,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Yes,0.16949883523080392
Jonny EVANS,0.0,0.5503581963758956,0.37,0.3994211287988422,0.0098039215686274,0.4189383070301291,0.0677290836653386,0.0670731707317073,0.0387596899224806,0.0192307692307692,0.0,0.2183908045977011,0.4187192118226601,0.175,0.0333333333333333,0.0233766233766233,0.15,0.2857142857142857,0.5454545454545454,0.0,0.0,0.0848214285714285,0.125,0.0,0.5,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0333333333333333,0.084168223534343,0.2171695138247186,0.0070175438596491,0.637451923650481,0.2622201654652192,0.2548157639995912,0.671148567507291,0.7614713554931664,0.0697879339716853,0.1774032597848985,0.6588992411872059,0.1924865876425738,-16.153983402720534,3.6776635799778776,Manchester United,No,0.09090548627998828
David DAVIS,0.0,0.0775389801938474,0.04,0.0444490386603266,0.0294117647058823,0.0301291248206599,0.0597609561752988,0.0121951219512195,0.0232558139534883,0.0,0.0,0.057471264367816,0.0295566502463054,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103113752095983,0.0269641268390877,0.0210526315789473,0.0137629684100173,0.0283888740480189,0.0462211984174336,0.3896588486140724,0.0535128587334354,0.1379897785349233,0.2841831266268566,0.2120175089534421,0.0166244595761113,-0.0831629391989109,0.1722639458878637,Wolverhampton Wanderers,No,0.036068586082599004
Stephen WARD,0.037037037037037,0.6527602191319005,1.0,0.4988629315691544,0.4950980392156863,0.3687230989956959,0.2589641434262948,0.2682926829268293,0.1240310077519379,0.0769230769230769,0.0,0.2873563218390804,0.625615763546798,0.175,0.1,0.9324675324675324,0.0,0.1428571428571428,0.1818181818181818,0.0,0.0344827586206896,0.1071428571428571,0.0,0.0,0.0,0.0681818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.1,0.1033720940554795,0.6249514786557613,0.3578947368421052,0.6086766571764102,0.4331599765238407,0.4409861770749149,0.7406061796281749,0.6141764692791468,0.3849188559132072,0.4431657922942404,0.3759126227825832,0.0957786498395391,-0.5206753484754011,-23.0422175613078,Wolverhampton Wanderers,No,0.46360954153233314
Ronald ZUBAR,0.0,0.1887905604719764,0.2,0.1496795534422162,0.1078431372549019,0.163558106169297,0.0836653386454183,0.073170731707317,0.0310077519379844,0.0192307692307692,0.0,0.1954022988505747,0.1625615763546798,0.1,0.0333333333333333,0.2753246753246753,0.1,0.1428571428571428,0.5454545454545454,0.0,0.0,0.0357142857142857,0.0,0.0,0.5,0.0113636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0333333333333333,0.0216593330394173,0.1241613965902805,0.0771929824561403,0.1442920479660568,0.2693223989775372,0.1277488804116241,0.5793532338308457,0.1965572195092623,0.2238500851788756,0.2972490175062522,0.3215598885793871,0.0421091775841554,-2.818987280914944,21.848894092638613,Wolverhampton Wanderers,No,-0.00265268824686328
Richard STEARMAN,0.0,0.30299199325748,0.61,0.1579491420301839,0.0049019607843137,0.2783357245337159,0.1155378486055776,0.0304878048780487,0.0232558139534883,0.0,0.0,0.2183908045977011,0.4334975369458128,0.075,0.0,0.4753246753246753,0.2,0.1428571428571428,0.5454545454545454,0.0,0.0,0.0267857142857142,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041212291604231,0.2723275474135118,0.0035087719298245,0.4315792752113428,0.2390133259978603,0.160172179234711,0.4690505804311773,0.4283868638201252,0.1134582623509369,0.1714898177920686,0.2899535747446611,0.0248981274883395,-10.430480940744788,17.39295592708071,Wolverhampton Wanderers,No,0.1849846572807144
Matthew JARVIS,0.0,0.3101559207753898,0.53,0.4961753152780649,1.0,0.1649928263988522,0.446215139442231,0.6646341463414634,0.2635658914728682,0.1923076923076923,0.0,0.2528735632183908,0.1625615763546798,0.05,0.2666666666666666,0.0753246753246753,0.45,0.1428571428571428,0.0,0.0,0.3793103448275862,0.0178571428571428,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4180327868852459,0.2926829268292683,0.0,0.0,0.0,0.0,0.2666666666666666,0.1232152331763268,0.0523858760807807,0.936842105263158,0.2576964877205555,0.3356425506390912,0.4982306149831702,0.4120276993411321,0.5272401685996329,0.5780652884571114,0.3160974479302453,0.0930362116991643,0.1415682476643122,21.07674500678192,-19.86105825938427,Wolverhampton Wanderers,No,0.34471101472598925
Danny WELBECK,0.5185185185185185,0.2781289506953224,0.28,0.3156915443456688,0.0490196078431372,0.0918220946915351,0.545816733067729,0.3719512195121951,0.4883720930232558,0.2307692307692307,0.4102564102564102,0.2758620689655172,0.0246305418719211,0.35,0.3,0.0233766233766233,0.6000000000000001,0.0,0.2727272727272727,0.0,0.0344827586206896,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3839228576708651,0.0167463046487741,0.0350877192982456,0.126235510037796,0.4458331305816713,0.416146557373587,0.3724917081260364,0.6269982030259613,0.4599659284497445,0.43329760628796,0.0934447539461467,0.5744177091526897,17.97622422582887,-3.872010135713167,Manchester United,No,0.22512114015946963
Sebastien BASSONG,0.0,0.1213653603034134,0.19,0.0680173661360347,0.0049019607843137,0.1506456241032998,0.0239043824701195,0.0121951219512195,0.0077519379844961,0.0,0.0,0.0344827586206896,0.2118226600985221,0.05,0.0,0.0103896103896103,0.1,0.0,0.0909090909090909,0.0,0.0,0.0223214285714285,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123746833971311,0.0818868533779443,0.0035087719298245,0.2740265312062433,0.0382651475353507,0.0502530274133678,0.3639836531627576,0.1599342734581975,0.0032854709174981,0.0514469453376205,0.2988857938718663,0.018469423101427,-20.17299160115733,-12.240009355507002,Tottenham Hotspur,No,0.0872961909638651
Kevin DOYLE,0.3703703703703703,0.2393594605983986,0.29,0.3204465577837502,0.3186274509803921,0.2496413199426112,0.6215139442231076,0.2682926829268293,0.2790697674418604,0.173076923076923,0.7948717948717948,0.5632183908045977,0.0295566502463054,0.25,0.1333333333333333,0.0285714285714285,0.3,0.2857142857142857,0.3636363636363636,0.0,0.0689655172413793,0.0089285714285714,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081967213114754,0.0,0.5,0.0,0.0,0.0,0.1333333333333333,0.2676704475224975,0.01683390070386,0.231578947368421,0.1141929436094722,0.2882628138223339,0.3227304669518521,0.3616953113221769,0.4418227633802127,0.3136131330339167,0.2702263795511384,0.093069975521229,0.1616280548754006,14.978615579550407,-1.2856914608889365,Wolverhampton Wanderers,No,0.2124677959307716
Eggert JONSSON,0.0,0.0316055625790139,0.03,0.0219144097581145,0.0049019607843137,0.0157819225251076,0.0318725099601593,0.0060975609756097,0.0077519379844961,0.0,0.0512820512820512,0.0114942528735632,0.0098522167487684,0.0,0.0,0.0025974025974025,0.1,0.0,0.0909090909090909,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001225308614009,0.0146628925934959,0.0035087719298245,0.0,0.0370315567653349,0.0170134883947629,0.380597014925373,0.0161825327627273,0.1226575809199318,0.285816362986781,0.2473537604456824,0.0,-0.4917125173301733,2.358227414198008,Wolverhampton Wanderers,No,0.004388203864642903
Paul POGBA,0.0,0.0345554150863885,0.03,0.0173661360347322,0.0196078431372549,0.0028694404591104,0.0039840637450199,0.024390243902439,0.0310077519379844,0.0,0.0,0.0114942528735632,0.0098522167487684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183894503233694,0.0100529354983872,0.0140350877192982,0.0386001056325731,0.01141354487035,0.0289062238587255,0.3594527363184079,0.0322617089860329,0.3219761499148211,0.480171489817792,0.2336118848653667,0.256504104827558,5.82263618963917,6.339899331403359,Manchester United,No,0.01141464356040532
Michael KIGHTLY,0.0,0.1525495153813738,0.25,0.2416787264833574,0.2450980392156862,0.0516499282639885,0.3147410358565737,0.2256097560975609,0.1472868217054263,0.0769230769230769,0.0,0.1954022988505747,0.0394088669950738,0.05,0.1,0.0441558441558441,0.35,0.0,0.2727272727272727,0.0,0.1034482758620689,0.0491071428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2868852459016394,0.1707317073170731,0.0,0.0,0.0,0.0,0.1,0.0352009383296106,0.0794616449508603,0.3228070175438596,0.0897593201689857,0.0839252854329652,0.2072234150338355,0.4205362078496406,0.1768466807807412,0.3960817717206132,0.3372633083244016,0.1328381306097183,0.0416622192316931,13.62786761525579,13.073173676552088,Wolverhampton Wanderers,No,0.13469250331113225
Fabio DA SILVA,0.0,0.0497260851243152,0.04,0.0394872855075459,0.034313725490196,0.0373027259684361,0.0159362549800796,0.0,0.0155038759689922,0.0,0.0,0.0459770114942528,0.0246305418719211,0.0,0.0,0.0441558441558441,0.05,0.0,0.0909090909090909,0.0,0.0,0.0044642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Yes,0.0005210910351725988
Sylvan EBANKS-BLAKE,0.3333333333333333,0.0998735777496839,0.04,0.1077113913582799,0.0980392156862745,0.0573888091822094,0.2908366533864542,0.0670731707317073,0.1705426356589147,0.2884615384615385,0.3333333333333333,0.1149425287356321,0.0,0.125,0.0333333333333333,0.0025974025974025,0.25,0.1428571428571428,0.0909090909090909,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.135082804022506,0.0069115005032479,0.0701754385964912,0.0259628883814098,0.2039295754926392,0.1424541379484097,0.1953547479991347,0.1651000209411165,0.2379823716761721,0.1774546810196188,0.0528763473416495,0.0934091872843431,20.694022015619225,-3.1925710410681742,Wolverhampton Wanderers,No,0.0986585902992003
Dirk KUYT,0.074074074074074,0.3893805309734513,0.48,0.2857142857142857,0.2892156862745098,0.2324246771879483,0.3864541832669322,0.1585365853658536,0.3255813953488372,0.4038461538461538,0.0,0.264367816091954,0.083743842364532,0.225,0.0666666666666666,0.0363636363636363,0.6000000000000001,0.0,0.2727272727272727,0.0,0.0,0.0178571428571428,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.2989427739563827,0.0736064498177658,0.2070175438596491,0.2236270900449935,0.4923862364557756,0.4137508951413653,0.4446517412935323,0.4206063415427318,0.418027858502856,0.3712250173381249,0.1618712108798951,0.2117901276430902,12.422283812849743,7.835159941806819,Liverpool,No,0.23434820562502937
Luis SUAREZ,0.5555555555555556,0.4091866835229667,0.28,0.3919784990696712,0.284313725490196,0.0703012912482066,0.896414342629482,0.5426829268292683,0.7441860465116279,0.9423076923076924,0.4358974358974359,0.8390804597701149,0.0049261083743842,0.45,0.3666666666666666,0.0883116883116883,0.5,0.1428571428571428,0.4545454545454546,0.45,0.2413793103448275,0.0178571428571428,0.75,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0491803278688524,0.048780487804878,0.0,0.0,0.0,0.0,0.3666666666666666,0.5417297444459069,0.0259370201539629,0.231578947368421,0.1509502456018741,0.4734094752720771,0.5746631191474861,0.5606644198363023,0.6349972660979376,0.6914326537341321,0.537703557722228,0.0871057597268397,0.6107003166128552,22.665610612099567,-1.4159224012287956,Liverpool,No,0.26873382184056727
Charlie ADAM,0.0,0.5128529287821323,0.36,0.4025222245193302,0.2352941176470588,0.242467718794835,0.3306772908366533,0.2378048780487805,0.2945736434108527,0.0192307692307692,0.0,0.5172413793103449,0.1724137931034483,0.0,0.0666666666666666,0.0233766233766233,0.4,0.1428571428571428,0.5454545454545454,0.3,0.3103448275862069,0.1964285714285714,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7950819672131147,0.4878048780487805,0.5,0.0,0.0,0.0,0.0666666666666666,0.1266203293937278,0.3076974604014305,0.5789473684210527,0.5018366517545846,0.7062260484081637,0.4514858598075077,0.7166400142146411,0.4882600301683404,0.3318325626673156,0.4360741080998315,0.3614604058893752,0.2032993452094791,2.629252978095529,-5.402797555189065,Liverpool,No,0.11393862793340746
Martin SKRTEL,0.0,0.5195954487989887,0.46,0.3090758734752946,0.0392156862745098,0.5466284074605452,0.0637450199203187,0.0548780487804878,0.0852713178294573,0.0192307692307692,0.0,0.2298850574712643,0.4187192118226601,0.4,0.0666666666666666,0.109090909090909,0.05,0.0,0.3636363636363636,0.0,0.0,0.1205357142857142,0.0,0.0,0.5,0.034090909090909,0.0063291139240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0666666666666666,0.1288595086726223,0.3259878602173068,0.0280701754385964,0.757383913375333,0.1070850534122353,0.2208432753871149,0.5991915422885572,0.6986988425969077,0.0825232989277482,0.0827186179938213,0.5765525151564804,0.1224391195390998,-17.59479626250264,5.803114233645419,Liverpool,No,0.15152607185826036
Matthew UPSON,0.0,0.0821744627054361,0.23,0.0341120529253669,0.0,0.1908177905308465,0.0079681274900398,0.0060975609756097,0.0155038759689922,0.0,0.0,0.1379310344827586,0.270935960591133,0.15,0.0333333333333333,0.0025974025974025,0.05,0.1428571428571428,0.0909090909090909,0.0,0.0,0.09375,0.0,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0494285934936604,0.1909937514814039,0.0,0.2356956014005674,0.0173107880104748,0.0585680975926063,0.3624733475479743,0.1770102511175027,0.019712825504989,0.0342979635584137,0.1722642260246717,0.1043600617019478,-19.603053148968765,-6.22547929107141,Stoke City,No,0.09439952148414849
Marc WILSON,0.0,0.3569321533923304,0.47,0.2731031631176349,0.2990196078431372,0.291248206599713,0.2908366533864542,0.2317073170731707,0.1007751937984496,0.0,0.0,0.1494252873563218,0.6798029556650247,0.15,0.0,0.6233766233766234,0.25,0.1428571428571428,0.7272727272727273,0.2,0.0,0.09375,0.0,0.0,0.0,0.034090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.25,0.0,0.0,0.0,0.051012165635938,0.8662871982659419,0.2175438596491228,0.3603651184844299,0.4092581871121437,0.274759483386,0.5156183368869935,0.3977263066478274,0.131418836699927,0.2322462103812586,0.2096617588539594,0.1167681236400147,-6.564701537885092,-19.352112103200103,Stoke City,No,0.23289817829740891
Peter CROUCH,0.037037037037037,0.214496418036241,0.31,0.1870994418027703,0.034313725490196,1.0,0.4143426294820717,0.0670731707317073,0.2635658914728682,0.4423076923076923,0.0512820512820512,0.632183908045977,0.083743842364532,0.675,0.3333333333333333,0.0025974025974025,0.45,0.2857142857142857,0.1818181818181818,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.3391370415869996,0.011816879588058,0.0245614035087719,0.0494854241766141,0.2539397544536694,0.3455857770006178,0.4751055329413537,0.4411811552195045,0.2899179185380207,0.2421644093669817,0.0587152865704397,0.4470712347173852,13.407519078867358,2.6476246203451788,Stoke City,No,0.17590379309750104
Jermaine PENNANT,0.0,0.181205225453013,0.37,0.326648749224726,0.642156862745098,0.0817790530846485,0.3027888446215139,0.274390243902439,0.0387596899224806,0.0769230769230769,0.0,0.5057471264367817,0.0985221674876847,0.025,0.0,0.0129870129870129,0.6000000000000001,0.2857142857142857,0.1818181818181818,0.15,0.2068965517241379,0.1160714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4426229508196722,0.6097560975609756,0.0,0.0,0.0,0.0,0.0,0.0252159441899441,0.0905829088073539,0.7368421052631579,0.142707063221032,0.310842232062436,0.2823128521191166,0.3637599041827896,0.2677416857108113,0.3560477001703577,0.2629510539478385,0.0748168781594965,0.1513397582474437,13.514885638036889,18.63000091699448,Stoke City,No,0.16488162233882797
Jamie CARRAGHER,0.0,0.2768647281921618,0.22,0.1467851974364275,0.0,0.2180774748923959,0.0239043824701195,0.0060975609756097,0.0,0.0,0.0,0.1034482758620689,0.4187192118226601,0.0,0.0,0.0155844155844155,0.0,0.1428571428571428,0.0909090909090909,0.0,0.0,0.0625,0.125,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3291567763277672,0.0,0.3693788711961305,0.0794225103006125,0.1008154668267335,0.4868218431651267,0.37157394183581,0.0021903139449987,0.0489970907977338,0.486855020559756,0.0353297822680098,-21.48153320756189,11.323878307685025,Liverpool,No,0.13077894958455474
Jose REINA,0.0,0.2178676780446692,0.0,0.1416167045689476,0.0,0.0043041606886657,0.0079681274900398,0.0060975609756097,0.0,0.0,0.0,0.0689655172413793,0.5123152709359606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2589285714285714,0.0,0.0,0.5,0.375,0.740506329113924,0.6962457337883959,0.689119170984456,0.7164179104477612,0.4866310160427807,0.5274725274725275,0.4157303370786517,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Yes,0.09875375345907013
Jose ENRIQUE,0.0,0.7159713442899284,0.52,0.780235683274757,0.6029411764705882,0.1463414634146341,0.3665338645418327,0.5548780487804879,0.1007751937984496,0.0,0.0,0.3448275862068966,0.4285714285714286,0.0,0.0,0.7896103896103897,0.05,0.2857142857142857,0.1818181818181818,0.0,0.0344827586206896,0.2633928571428571,0.125,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0049751243781094,0.0,0.0,0.0112359550561797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0182961413230045,0.5778144956013042,0.4350877192982456,0.7640634904207346,0.3763438959501659,0.5495230375162123,0.7838486140724945,0.6842479239479194,0.4336821611097591,0.5242688715357526,0.5182650218861918,0.1331495570952451,-0.1103400885606455,-24.39112763750296,Liverpool,No,0.31748143654669275
Robert HUTH,0.0,0.2043826380109566,0.63,0.1166011990903452,0.034313725490196,0.4232424677187948,0.147410358565737,0.0060975609756097,0.1162790697674418,0.0,0.0,0.2988505747126436,0.6157635467980296,0.65,0.1,0.2207792207792207,0.05,0.2857142857142857,0.4545454545454546,0.05,0.0,0.0892857142857142,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1701706324187241,0.3756050139294903,0.0245614035087719,0.6976162105285661,0.1760968202911889,0.1290440729980037,0.3809079601990049,0.4144648707270738,0.0473494338110031,0.0554819998739045,0.1442896935933147,0.2188632598090379,-14.221312637580224,-0.2766941925839308,Stoke City,No,0.25032270440554544
Daniel AGGER,0.0,0.3670459334176148,0.23,0.2776514368410172,0.0245098039215686,0.2955523672883788,0.0756972111553784,0.0609756097560975,0.0930232558139534,0.0192307692307692,0.0,0.2873563218390804,0.3940886699507389,0.425,0.0333333333333333,0.0285714285714285,0.1,0.0,0.5454545454545454,0.05,0.0,0.0714285714285714,0.125,0.0,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.5,0.0,0.0,0.0,0.0333333333333333,0.1064380908825628,0.2235571555671587,0.0210526315789473,0.5361391707121581,0.0920505790090962,0.1774905794251256,0.5149023401510964,0.531439958396169,0.0647359454855196,0.0660553372236116,0.5328793975033529,0.1413525705477783,-16.77163741010571,-13.957581689827476,Liverpool,No,0.04027007717748203
Asmir BEGOVIC,0.0,0.0670037926675094,0.01,0.0436220798015298,0.0,0.0057388809182209,0.0039840637450199,0.0,0.0,0.0,0.0,0.057471264367816,0.3842364532019705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4241071428571428,0.0,0.0,0.0,0.2613636363636363,0.6455696202531646,0.2081911262798634,0.5207253886010363,0.4427860696517413,0.6951871657754011,0.4615384615384615,0.3820224719101123,0.3428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Yes,0.07569378970162045
Lucas LEIVA,0.0,0.2439949431099873,0.17,0.1368616911308662,0.0,0.1649928263988522,0.1075697211155378,0.0121951219512195,0.0387596899224806,0.0,0.0,0.1149425287356321,0.0394088669950738,0.025,0.0,0.0,0.1,0.0,0.4545454545454546,0.0,0.0,0.0580357142857142,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070831534929816,0.0665644140167428,0.0,0.1223367758824381,0.3705628419261983,0.1559956618619375,0.7180244610281924,0.1966588891072771,0.1609880749574105,0.4458735262593783,0.4689415041782729,0.1794691120477376,-5.149392273583484,5.218332503980133,Liverpool,No,-0.000493681937424259
Rory DELAP,0.1111111111111111,0.1352718078381795,0.25,0.0676038867066363,0.0637254901960784,0.187948350071736,0.1314741035856573,0.073170731707317,0.0775193798449612,0.0,0.0769230769230769,0.0689655172413793,0.1379310344827586,0.075,0.0666666666666666,0.4675324675324675,0.45,0.0,0.3636363636363636,0.0,0.0,0.0044642857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,,,,,,,,,,,,,,,,,Yes,0.07555202387940402
